label,token,mean_importance,frequency,frequency_pct,weighted_importance
rhetorical_framing,able,0.029979666666666665,3.0,0.01935483870967742,0.04156064284825394
rhetorical_framing,united,0.021168000000000003,6.0,0.03870967741935484,0.041191026035202874
rhetorical_framing,build,0.0254855,4.0,0.025806451612903226,0.041017329917339265
rhetorical_framing,day,0.028925000000000003,3.0,0.01935483870967742,0.04009856439539284
rhetorical_framing,support,0.021981666666666667,5.0,0.03225806451612903,0.0393858593994147
rhetorical_framing,aim,0.026151999999999998,3.0,0.01935483870967742,0.03625437013200738
rhetorical_framing,jobs,0.025968333333333333,3.0,0.01935483870967742,0.03599975406768169
rhetorical_framing,best,0.025395,3.0,0.01935483870967742,0.035204945300639626
rhetorical_framing,try,0.024992666666666667,3.0,0.01935483870967742,0.03464719286934905
rhetorical_framing,growing,0.020581,4.0,0.025806451612903226,0.03312384167580622
rhetorical_framing,strong,0.021282333333333334,3.0,0.01935483870967742,0.029503578691473884
rhetorical_framing,level,0.02121525,3.0,0.01935483870967742,0.02941058144474876
rhetorical_framing,doesn,0.020745666666666666,3.0,0.01935483870967742,0.028759600717672876
rhetorical_framing,efforts,0.02040075,3.0,0.01935483870967742,0.028281444687616605
rhetorical_framing,problems,0.015371666666666667,3.0,0.01935483870967742,0.021309654821014587
